ID,Name,behaviorVariationId,AiThinkId,NameId,turnVellocity,hitHeight,hitRadius,weight,hitOffset,Hp,Mp,getSoul,ItemLotId1,ItemLotId2,ItemLotId3,ItemLotId4,ItemLotId5,ItemLotId6,humanityLotId,spEffectId0,spEffectId1,spEffectId2,spEffectId3,spEffectId4,spEffectId5,spEffectId6,spEffectId7,GameClearSpEffectID,physGuardCutRate,magGuardCutRate,fireGuardCutRate,thunGuardCutRate,animidOffset,moveAnimId,spMoveAnimId1,spMoveAnimId2,networkWarpDisp,dbgBehaviorR1,dbgBehaviorL1,dbgBehaviorR2,dbgBehaviorL2,dbgBehaviorRL,dbgBehaviorRR,dbgBehaviorRD,dbgBehaviorRU,dbgBehaviorLL,dbgBehaviorLR,dbgBehaviorLD,dbgBehaviorLU,animIdOffset,partsDamageRate1,partsDamageRate2,partsDamageRate3,partsDamageRate4,partsDamageRate5,partsDamageRate6,partsDamageRate7,partsDamageRate8,weakPartsDamageRate,SuperArmorRecoverCorrection,SuperArmorBrakeKnockbackDist,stamina,staminaRecoverBaseVal,defPhys,defSlash,defBlow,defThrust,defMag,defFire,defThunder,defFlickPower,resistPoison,resistToxic,resistBlood,resistCurse,ghostModelId,normalChangeResourceId,guardAngle,slashGuardCutRate,blowGuardCutRate,thrustGuardCutRate,superArmorDurability,normalChangeTexChrId,dropType,knockbackRate,knockbackParamId,fallDamageDamp,staminaGuardDef,pcAttrB,pcAttrW,pcAttrL,pcAttrR,areaAttrB,areaAttrW,areaAttrL,areaAttrR,mpRecoverBaseVal,flickDamageCutRate,defaultLodParamId,drawType,npcType,teamType,moveType,lockDist,material,materialSfx,partsDamageType,maxUndurationAng,guardLevel,burnsfxType,poisonGuardResist,toxicGuardResist,bloodGuardResist,curseGuardResist,parryAttack,parryDefense,sfxSize,pushOutCamRegionRadius,hitStopType,ladderEndChkOffsetTop,ladderEndChkOffsetLow,UseRagdollCamHit,disableClothRigidHit,UseRagdoll,isDemon,isGhost,isNoDamageMotion,isUnduration,isChangeWanderGhost,ModelDispMask0,ModelDispMask1,ModelDispMask2,ModelDispMask3,ModelDispMask4,ModelDispMask5,ModelDispMask6,ModelDispMask7,ModelDispMask8,ModelDispMask9,ModelDispMask10,ModelDispMask11,ModelDispMask12,ModelDispMask13,ModelDispMask14,ModelDispMask15,isEnableNeckTurn,disableRespawn,isMoveAnimWait,isCrowd,isWeakSaint,isWeakA,isWeakB,isEnableDropSoulCapture,VowType0,VowType1,VowType2,disableIntiliazeDead,isSoulGetByBoss,isMultilingual,Unk1,Unk2,ModelDispMask16,ModelDispMask17,ModelDispMask18,ModelDispMask19,ModelDispMask20,ModelDispMask21,ModelDispMask22,ModelDispMask23,ModelDispMask24,ModelDispMask25,ModelDispMask26,ModelDispMask27,ModelDispMask28,ModelDispMask29,ModelDispMask30,ModelDispMask31,itemSearchRadius,subHitHeight,subHitRadius,turnVelocityType,isMultModeBoss,Unk3,behMemSize,Unk4,isUseFeetData,Unk5,Unk6,Unk7,defDark,subTurnVelocity,footStepId,subMaterial,subMaterialSfx,material_Weak,materialSfx_Weak,subMaterial_weak,subMaterialSfx_weak,spEffectId8,spEffectId9,spEffectId10,spEffectId11,spEffectId12,spEffectId13,spEffectId14,spEffectId15,TentativePlayerId,basicToughnessValue,gameSystemParamCorrection,regainRate_PhysNeutral,regainRate_PhysSlash,regainRate_PhysBlow,regainRate_PhysThrust,regainRate_Magic,regainRate_Fire,regainRate_Thunder,regainRate_Dark,maxAnkleAngle,clothUpdateOffset,spNpcType [ON_OFF],normalChangeModelId,normalChangeAnimChrId,staminaGuardDefVal,CultSettingId,PhantomParamId,MultiPlayCorrectionId,FootAnkle,resistFrost,subNpcType,subTeamType,lockCamParamId,spEffectId16,spEffectId17,spEffectId18,spEffectId19,spEffectId20,spEffectId21,spEffectId22,spEffectId23,spEffectId24,spEffectId25,spEffectId26,spEffectId27,spEffectId28,spEffectId29,spEffectId30,spEffectId31,lockCorrection,subClothUpdateOffset,pad1,EstusFlaskParamId,TextId,HP&MP_RestoreId0,HP_RestoreId0,MP_RestoreId0,HP&MP_RestoreId1,HP_RestoreId1,MP_RestoreId1,subPhantomParamId,activateDistance,DeactivateDistance,pad2,
700000,Scourge Beast || 猟犬　聖堂街C,70000,700000,700000,120,2.01,0.9,100,0,210,0,1637,10002420,-1,-1,-1,-1,-1,-1,5810,5402,-1,-1,-1,81111,7016,-1,7411,0,0,0,0,0,900,102,100,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1,0,0,100,40,100,50,50,-80,75,48,65,0,200,250,270,999,-1,-1,0,0,0,0,0,-1,0,0,0,66,0,0,0,0,0,0,0,0,0,10,0,11,0,0,23,4,0,59,59,0,30,0,0,0,0,0,0,0,0,0,0,0,15,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,100,999,3,109,109,60,60,139,139,0,0,0,0,0,0,0,0,101,40,0.4,1,1,1,1,1,1,1,1,0,0,1,-1,-1,256,0,-1,300,10,100,0,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,0,0,0,0,0,0,-1,0,0,[0|0|0|0]
700010,Scourge Beast || 猟犬　聖堂街B,70000,700000,700000,120,2.01,0.9,100,0,300,0,336,10002410,-1,-1,-1,-1,-1,-1,5810,-1,-1,-1,-1,81111,7004,-1,7402,0,0,0,0,0,900,102,100,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1,0,0,100,40,100,0,0,0,75,48,65,0,200,250,270,999,-1,-1,0,0,0,0,0,-1,0,0,0,66,0,0,0,0,0,0,0,0,0,10,0,11,0,0,23,4,0,59,59,0,30,0,0,0,0,0,0,0,0,0,0,0,15,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,100,999,3,109,109,60,60,139,139,0,0,0,0,0,0,0,0,101,40,0.4,1,1,1,1,1,1,1,1,0,0,1,-1,-1,256,0,-1,300,10,100,0,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,0,0,0,0,0,0,-1,0,0,[0|0|0|0]
700020,Scourge Beast || 猟犬　聖堂街B　最初の猟犬,70000,700000,700000,120,2.01,0.5,100,0,210,0,235,10002410,-1,-1,-1,-1,-1,-1,5810,-1,-1,-1,-1,81111,7004,-1,7402,0,0,0,0,0,900,102,100,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1,0,0,100,40,100,0,0,0,75,48,65,0,200,250,270,999,-1,-1,0,0,0,0,0,-1,0,0,0,66,0,0,0,0,0,0,0,0,0,10,0,11,0,0,23,4,0,59,59,0,30,0,0,0,0,0,0,0,0,0,0,0,15,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,2,0.9,0,0,0,0,0,0,0,0,0,100,999,3,109,109,60,60,139,139,0,0,0,0,0,0,0,0,101,40,0.4,1,1,1,1,1,1,1,1,0,0,1,-1,-1,256,0,-1,300,10,100,0,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,0,0,0,0,0,0,-1,0,0,[0|0|0|0]
700021,Scourge Beast || 猟犬　古城,70000,700000,700000,120,2.01,0.9,100,0,210,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,81111,-1,-1,-1,0,0,0,0,0,900,102,100,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1,0,0,100,40,100,0,0,0,75,8,65,0,200,250,270,999,-1,-1,0,0,0,0,0,-1,0,0,0,66,0,0,0,0,0,0,0,0,0,10,0,11,0,0,23,4,0,59,59,0,30,0,0,0,0,0,0,0,0,0,0,0,15,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,100,999,3,109,109,60,60,139,139,0,0,0,0,0,0,0,0,101,40,0.4,1,1,1,1,1,1,1,1,0,0,1,-1,-1,256,0,-1,300,10,100,0,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,0,0,0,0,0,0,-1,0,0,[0|0|0|0]
700050,Scourge Beast || 猟犬　廃墟,70000,700000,700000,120,2.01,0.6,100,0,210,0,987,10002300,-1,-1,-1,-1,-1,-1,5810,-1,-1,-1,-1,81111,7004,-1,7402,0,0,0,0,0,900,102,100,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1,0,0,100,40,100,0,0,0,75,48,65,0,200,250,270,999,-1,-1,0,0,0,0,0,-1,0,0,0,66,0,0,0,0,0,0,0,0,0,10,0,11,0,0,23,4,0,59,59,0,30,0,0,0,0,0,0,0,0,0,0,0,15,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,100,999,3,109,109,60,60,139,139,0,0,0,0,0,0,0,0,101,40,0.4,1,1,1,1,1,1,1,1,0,0,1,-1,-1,256,0,-1,300,10,100,0,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,0,0,0,0,0,0,-1,0,0,[0|0|0|0]
700060,Scourge Beast || 猟犬　森,70000,700000,700000,120,2.01,0.9,100,0,210,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,81111,-1,-1,-1,0,0,0,0,0,900,102,100,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1,0,0,100,40,100,0,0,0,75,8,65,0,200,250,270,999,-1,-1,0,0,0,0,0,-1,0,0,0,66,0,0,0,0,0,0,0,0,0,10,0,11,0,0,23,4,0,59,59,0,30,0,0,0,0,0,0,0,0,0,0,0,15,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,100,999,3,109,109,60,60,139,139,0,0,0,0,0,0,0,0,101,40,0.4,1,1,1,1,1,1,1,1,0,0,1,-1,-1,256,0,-1,300,10,100,0,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,0,0,0,0,0,0,-1,0,0,[0|0|0|0]
700070,Scourge Beast || 腐れ猟犬　生贄,70000,700000,700000,120,2.01,0.6,100,0,320,0,3881,10010000,-1,-1,-1,-1,-1,-1,5810,-1,-1,-1,-1,81111,7015,-1,7410,0,0,0,0,0,900,102,100,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1,0,0,100,40,100,0,0,0,75,48,65,0,200,250,270,999,-1,-1,0,0,0,0,0,-1,0,0,0,66,0,0,0,0,0,0,0,0,0,10,0,11,0,0,23,4,0,59,59,0,30,0,0,0,0,0,0,0,0,0,0,0,15,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,100,999,3,109,109,60,60,139,139,0,0,0,0,0,0,0,0,101,40,0.4,1,1,1,1,1,1,1,1,0,0,1,-1,1000,256,0,-1,300,10,100,0,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,0,0,0,0,0,0,-1,0,0,[0|0|0|0]
700100,Scourge Beast || 猟犬　聖堂街D,70000,700000,700000,120,2.01,0.9,100,0,210,0,0,-1,-1,-1,-1,-1,-1,-1,5810,5402,-1,-1,-1,81111,7016,-1,7411,0,0,0,0,0,900,102,100,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1,0,0,100,40,100,50,50,-80,75,48,65,0,200,250,270,999,-1,-1,0,0,0,0,0,-1,0,0,0,66,0,0,0,0,0,0,0,0,0,10,0,11,0,0,24,4,0,59,59,0,30,0,0,0,0,0,0,0,0,0,0,0,15,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,100,999,3,109,109,60,60,139,139,0,0,0,0,0,0,0,0,101,40,0.4,1,1,1,1,1,1,1,1,0,0,1,-1,-1,256,0,-1,300,10,100,0,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,0,0,0,0,0,0,-1,0,0,[0|0|0|0]
700340,Scourge Beast || 猟犬　聖堂街C,70000,700000,700000,120,2.01,0.9,100,0,210,0,1637,-1,-1,-1,-1,-1,-1,-1,5810,5402,-1,-1,-1,81111,7019,-1,7411,0,0,0,0,0,900,102,100,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1,0,0,100,40,100,50,50,-80,75,48,65,0,200,250,270,999,-1,-1,0,0,0,0,0,-1,0,0,0,66,0,0,0,0,0,0,0,0,0,10,0,11,0,0,23,4,0,59,59,0,30,0,0,0,0,0,0,0,0,0,0,0,15,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,100,999,3,109,109,60,60,139,139,0,0,0,0,0,0,0,0,101,40,0.4,1,1,1,1,1,1,1,1,0,0,1,-1,-1,256,0,-1,300,10,100,0,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,0,0,0,0,0,0,-1,0,0,[0|0|0|0]
701350,Loran Cleric || 司祭,70100,701000,701000,90,1.5,0.4,100,0,100,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80001,-1,-1,-1,0,0,0,0,0,100,102,120,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1.3,0,0,100,40,70,0,0,0,288,74,292,0,120,350,300,999,-1,-1,0,0,0,0,0,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,23,3,0,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,100,999,3,109,109,60,60,139,139,0,0,0,0,0,0,0,0,101,40,0.4,1,1,1,1,1,1,1,1,0,0,1,-1,-1,256,0,-1,300,10,100,0,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,0,0,0,0,0,0,-1,0,0,[0|0|0|0]
