ID,Name,logicId,battleGoalId,nearDist,midDist,farDist,OutDist,BackHomeLife_OnHitEneWal,goalID_ToCaution,idAttackCannotMove,goalID_toFind,callHelp_ActionAnimId,callHelp_CallActionId,eye_dist,ear_dist,ear_soundcutDist,nose_dist,maxBackhomeDist,backhomeDist,backhomeBattleDist,nonBattleActLife,BackHome_LookTargetTime,BackHome_LookTargetDist,SightTargetForgetTime,SoundTargetForgetTime,BattleStartDist,callHelp_MyPeerId,callHelp_CallPeerId,targetSys_DmgEffectRate,teamAttackEffectivity,eye_angX,eye_angY,State0,State1,callHelp_CallValidMinDistTarget,callHelp_CallValidRange,callHelp_ForgetTimeByArrival,callHelp_MinWaitTime,callHelp_MaxWaitTime,goalAction_ToCaution,goalAction_ToFind,callHelp_ReplyBehaviorType,disablePathMove,skipArrivalVisibleCheck,thinkAttrDoAdmirer,enableNaviFlg_Edge,enableNaviFlg_LargeSpace,enableNaviFlg_Ladder,enableNaviFlg_Hole,enableNaviFlg_Door,enableNaviFlg_InSideWall,enableNaviFlg_EdgeOrdinary,enableNaviFlg_reserve0,enableNaviFlagReserve,eyeDist_ForDark,battleStartDist_forDark,eyeDist_ForPitchDark,battleStartDist_forPitchDark,platoonReplyTime,platoonReplyAddRandomTime,eye_BackOffsetDist,eye_BeginDist,targetArriveDist,pointArriveDist,changeStateAction_ToFind,changeStateAction_ToCaution,changeStateAction_ToBattle,goalAction_ToDisappear,disableLocalSteering,actTypeOnFailedPath,interestCategory,goalAction_ToInterest,Unk1,ear_angX,ear_angY,changeStateAction_ToInterest,changeStateAction_ToNormal,Unk2,Unk3,Unk4,Unk5,Unk6,Unk7,pad,
700000,Scourge Beast 700000,700000,700000,1.5,3.5,10,20,5,0,3000,0,0,0,20,10,0,5,75,50,6,5,10,20,150,150,17,0,0,100,25,70,80,0,0,0,0,0,0,0,2,1,0,0,0,1,1,1,0,0,0,0,1,0,[0|0|0],10,10,7,6,0,0,3,3,1,1,0,0,0,2,0,2,100,3,0,90,180,0,3,0,0,0,3,0,9999,[0|0|0|0|0|0|0|0|0|0|0|0]
700001,Scourge Beast 700001,700000,700000,1.5,3.5,10,20,5,0,3000,0,0,0,10,10,0,0,75,50,6,5,10,20,150,150,10,0,0,100,25,70,80,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,[0|0|0],10,6,10,5,0,0,3,3,1,1,0,0,0,1,0,2,100,3,0,90,180,0,3,0,0,0,3,0,9999,[0|0|0|0|0|0|0|0|0|0|0|0]
700002,Scourge Beast 700002,700000,700000,1.5,3.5,10,20,5,0,3000,0,0,0,20,10,0,5,75,50,6,5,10,20,150,150,17,0,0,100,25,70,70,0,0,0,0,0,0,0,2,1,0,0,0,1,1,1,0,0,0,0,1,0,[0|0|0],10,10,7,6,0,0,3,3,1,1,0,0,0,2,0,2,100,3,0,90,180,0,3,0,0,0,3,0,9999,[0|0|0|0|0|0|0|0|0|0|0|0]
700011,Scourge Beast 700011,700000,700000,1.5,3.5,10,20,5,0,3000,0,0,0,40,10,0,5,75,50,6,5,10,20,150,150,40,0,0,100,25,70,80,0,0,0,0,0,0,0,2,3,0,0,0,1,1,1,0,0,0,0,1,0,[0|0|0],10,10,7,6,0,0,3,3,1,1,0,0,0,2,0,2,100,3,0,90,180,0,3,0,0,0,3,0,9999,[0|0|0|0|0|0|0|0|0|0|0|0]
700020,Scourge Beast 700020,10000,700000,1.5,3.5,10,20,5,0,3000,0,0,0,17,10,0,5,75,50,6,5,10,20,150,150,15,0,0,100,25,70,45,0,0,0,0,0,0,0,2,1,0,0,0,1,1,1,0,0,0,0,1,0,[0|0|0],10,10,7,6,8,2,3,3,1,1,0,0,0,2,0,2,100,3,0,90,180,0,3,0,0,0,3,0,9999,[0|0|0|0|0|0|0|0|0|0|0|0]
700050,Scourge Beast 700050,10000,700000,1.5,3.5,10,20,5,0,3000,0,0,0,12,10,0,5,75,50,6,5,10,20,150,150,17,0,0,100,25,25,100,0,0,0,0,0,0,0,2,1,0,0,0,1,1,1,0,0,0,0,1,0,[0|0|0],10,10,7,6,0,0,3,3,1,1,0,0,0,2,0,2,100,3,0,90,180,0,3,0,0,0,3,0,9999,[0|0|0|0|0|0|0|0|0|0|0|0]
700080,Scourge Beast 700080,10000,700000,1.5,3.5,10,20,5,0,3000,0,0,0,12,5,0,5,50,30,6,5,10,20,90,150,20,0,0,100,25,30,60,0,0,0,0,0,0,0,2,2,0,0,0,1,1,1,0,0,0,0,1,0,[0|0|0],10,12,7,8,0,0,3,3,1,1,0,0,0,2,0,2,101,3,0,90,180,0,3,0,0,0,3,0,9999,[0|0|0|0|0|0|0|0|0|0|0|0]
700081,Scourge Beast 700081,10000,700000,1.5,3.5,10,20,5,0,3000,0,0,0,12,5,0,5,50,30,6,5,10,20,90,150,20,0,0,100,25,30,60,0,0,0,0,0,0,0,2,1,0,0,0,1,1,1,0,0,0,0,1,0,[0|0|0],10,9,7,6,0,0,3,3,1,1,0,0,0,2,0,2,101,3,0,90,180,0,3,0,0,0,3,0,9999,[0|0|0|0|0|0|0|0|0|0|0|0]
700100,Scourge Beast 700100,10000,700000,1.5,3.5,10,20,5,0,3000,0,0,0,20,10,0,0,75,50,6,5,10,20,300,90,20,0,0,100,25,30,45,0,0,0,0,0,0,0,1,2,0,0,0,1,1,1,0,0,0,0,1,0,[0|0|0],15,15,8,8,0,0,3,3,1,1,0,0,0,2,0,2,100,3,0,90,180,0,3,0,0,0,3,0,9999,[0|0|0|0|0|0|0|0|0|0|0|0]
700340,Scourge Beast 700340,700000,700000,1.5,3.5,10,20,5,0,3000,0,0,0,20,10,0,5,75,50,6,5,10,20,150,150,17,0,0,100,25,70,80,0,0,0,0,0,0,0,2,1,0,0,0,1,1,1,0,0,0,0,1,0,[0|0|0],10,10,7,6,0,0,3,3,1,1,0,0,0,2,0,2,100,3,0,90,180,0,3,0,0,0,3,0,9999,[0|0|0|0|0|0|0|0|0|0|0|0]
700801,Scourge Beast 700801,10000,700000,1.5,3.5,10,20,5,0,3000,0,0,0,20,10,0,20,75,50,6,5,10,20,150,150,20,0,0,100,25,70,45,0,0,0,0,0,0,0,1,2,0,0,0,1,1,1,0,0,0,0,1,0,[0|0|0],12,12,7,8,0,0,3,3,1,1,0,0,0,2,0,2,100,3,0,90,180,0,3,0,0,0,3,0,9999,[0|0|0|0|0|0|0|0|0|0|0|0]
701000,Loran Cleric 701000,10000,701000,1.5,3.5,10,60,5,0,3000,0,0,0,40,10,0,0,60,40,6,5,10,20,150,150,40,0,0,100,33,70,80,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,[0|0|0],20,24,13,10,0,0,3,3,1,1,0,0,0,1,0,2,100,3,0,90,180,0,3,0,0,0,3,0,9999,[0|0|0|0|0|0|0|0|0|0|0|0]
701002,Loran Cleric 701002,10000,701000,1.5,3.5,10,60,5,0,3000,0,0,0,40,10,0,0,60,40,6,5,10,20,150,150,20,0,0,100,33,70,80,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,[0|0|0],20,12,13,8,0,0,3,3,1,1,0,0,0,1,0,2,100,3,0,90,180,0,3,0,0,0,3,0,9999,[0|0|0|0|0|0|0|0|0|0|0|0]
701006,Loran Cleric 701006,10000,701000,1.5,3.5,10,60,5,0,3000,0,0,0,40,10,0,0,60,40,6,5,10,20,150,150,40,0,0,100,33,70,45,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,[0|0|0],20,24,13,10,0,0,3,3,1,1,0,0,0,1,0,2,100,3,0,90,180,0,3,0,0,0,3,0,9999,[0|0|0|0|0|0|0|0|0|0|0|0]
701007,Loran Cleric 701007,10000,701000,1.5,3.5,10,60,5,0,3000,0,0,0,25,10,0,0,60,40,6,5,10,20,150,150,40,0,0,100,33,70,38,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,[0|0|0],12,24,8,10,0,0,3,3,1,1,0,0,0,1,0,2,100,3,0,90,180,0,3,0,0,0,3,0,9999,[0|0|0|0|0|0|0|0|0|0|0|0]
701010,Loran Cleric 701010,10000,701010,1.5,3.5,10,90,5,0,3000,0,0,0,73,10,0,0,110,90,6,5,10,20,150,150,73,0,0,100,33,70,45,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,[0|0|0],37,37,24,24,0,0,3,3,1,1,0,0,0,1,0,2,100,3,0,90,180,0,3,0,0,0,3,0,9999,[0|0|0|0|0|0|0|0|0|0|0|0]
701011,Loran Cleric 701011,10000,701000,1.5,3.5,10,60,5,0,3000,0,0,0,30,10,0,0,60,40,6,5,10,20,150,150,30,0,0,100,33,70,80,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,[0|0|0],15,15,10,10,0,0,3,3,1,1,0,0,0,1,0,2,100,3,0,90,180,0,3,0,0,0,3,0,9999,[0|0|0|0|0|0|0|0|0|0|0|0]
